"v_index","v_chr","v_start","v_end","v_r_ctcf","v_r_ctcf_strand","v_r_ctcf_motif","v_r_ctcf_cohesin","v_l_ctcf","v_l_ctcf_strand","v_l_ctcf_motif","v_l_ctcf_cohesin","h3k4me3","h3k27ac","atac","pol2","tad_index","v_center"
216,18,0.283666569059607,0.283848258783998,0.670706363477223,1,3.60659620214407,1,0.664098898401545,1,3.97474037837919,1,0.788695779487783,0.633475347606588,0.50989826690422,0.664769981213602,".",0.283757413921803
217,18,0.283848258783998,0.284252012344649,0.667940235919095,1,3.88314179329301,0,0.695423957677833,1,3.60659620214407,1,0.805257606781281,0.671420542529725,0.536722859221188,0.66966660668023,".",0.284050135564323
218,18,0.284252012344649,0.285297471666114,0.67594143264386,1,3.8621537954829,1,0.670706363477223,1,3.88314179329301,0,0.801540644159226,0.645252831063438,0.50064120964079,0.648736071419118,".",0.284774742005381
219,18,0.285297471666114,0.285958226044885,0.661755640198765,-1,3.89590361906784,1,0.667940235919095,1,3.8621537954829,1,0.824725783467835,0.741027395629286,0.558025643546106,0.744355797660645,".",0.2856278488555
220,18,0.285958226044885,0.286558860944902,0.673071580521887,1,3.48724193487118,1,0.67594143264386,-1,3.89590361906784,1,0.798063917029625,0.700661265515802,0.518347324087312,0.717336211948735,".",0.286258543494894
221,18,0.286558860944902,0.287130344367535,0.677234245798976,1,3.52882133100913,1,0.661755640198765,1,3.48724193487118,1,0.797495481764103,0.660834236071817,0.549552381817833,0.689578510423159,".",0.286844602656218
222,18,0.287130344367535,0.287805917102928,0.676452700128863,1,4.43127528046329,1,0.673071580521887,1,3.52882133100913,1,0.790047612558206,0.645993138358794,0.536202224422578,0.679744377383401,".",0.287468130735231
223,18,0.287805917102928,0.288746739666047,0.680189178571988,-1,3.85563097162615,0,0.677234245798976,1,4.43127528046329,1,0.827146976470308,0.761695736641101,0.584805456182879,0.800758930946342,".",0.288276328384487
224,18,0.288746739666047,0.28912386746417,0.664707752928822,0,-9.96578428466209,1,0.676452700128863,-1,3.85563097162615,0,0.806980314271371,0.83028392378089,0.701720446085761,0.826504709705859,".",0.288935303565109
225,18,0.28912386746417,0.290631744117464,0.688143647537538,-1,3.50817508103267,0,0.680189178571988,0,-9.96578428466209,1,0.80116477150094,0.751134085018972,0.606901284969858,0.768102654283009,".",0.289877805790817
226,18,0.290631744117464,0.290880396390418,0.681216212702737,-1,4.24551087462333,1,0.664707752928822,-1,3.50817508103267,0,0.796430987163135,0.700332889428447,0.573185888914602,0.735805265514573,".",0.290756070253941
227,18,0.290880396390418,0.291290806391701,0.70463836171843,-1,4.01771706638199,1,0.688143647537538,-1,4.24551087462333,1,0.795320527426695,0.692462117356856,0.524465609284611,0.724751103995383,".",0.291085601391059
228,18,0.291290806391701,0.291432433052848,0.668265091810016,1,3.62012889802457,0,0.681216212702737,-1,4.01771706638199,1,0.811231512582531,0.747217164797943,0.676527652076811,0.71256011720828,".",0.291361619722275
229,18,0.291432433052848,0.292373106312626,0.746576531237906,1,4.28486943309603,1,0.70463836171843,1,3.62012889802457,0,0.838772749843251,0.783219197651067,0.589852112118555,0.770140290461235,".8059.",0.291902769682737
230,18,0.292373106312626,0.292424180497288,0.808274320715707,0,-9.96578428466209,0,0.668265091810016,1,4.28486943309603,1,0.866882603549512,0.806230829006499,0.648977357344199,0.771111032978708,".8059.",0.292398643404957
231,18,0.292424180497288,0.292456716183742,0.744192495054541,0,-9.96578428466209,1,0.746576531237906,0,-9.96578428466209,0,0.960052440456626,0.872200630224851,0.750402027949022,0.900641658431179,".8059.",0.292440448340515
232,18,0.292456716183742,0.29258621194841,0.674733990531621,1,4.53590986734863,1,0.808274320715707,0,-9.96578428466209,1,0.813801887446032,0.740043895366651,0.57114221865558,0.771845926429861,".8059.",0.292521464066076
233,18,0.29258621194841,0.293469142140949,0.685339788555275,-1,4.20119471324,0,0.744192495054541,1,4.53590986734863,1,0.819511751918102,0.754739473869119,0.570215767588942,0.799476213953308,".8059.",0.29302767704468
234,18,0.293469142140949,0.293867881597722,0.804656392242025,1,3.99416332804603,0,0.674733990531621,-1,4.20119471324,0,0.802332743862711,0.710803207417192,0.595268870600254,0.679165765326708,".8059.",0.293668511869336
235,18,0.293867881597722,0.293908765829342,0.675559639378194,1,4.26778296763347,1,0.685339788555275,1,3.99416332804603,0,0.847197581142627,0.694274728617215,0.628035461907533,0.703977180991594,".8059.",0.293888323713532
236,18,0.293908765829342,0.294914697091204,0.656578436277025,-1,3.47027654480301,1,0.804656392242025,1,4.26778296763347,1,0.801310990998404,0.634568896036285,0.54949445031563,0.680517358679651,".8059.",0.294411731460273
237,18,0.294914697091204,0.296276679496178,0.672730519914429,-1,4.16209722062903,1,0.675559639378194,-1,3.47027654480301,1,0.802705407906923,0.654321758756655,0.547171876720279,0.676939673950865,".8059.",0.295595688293691
238,18,0.296276679496178,0.297594169505452,0.677287035706248,-1,4.44110496151579,1,0.656578436277025,-1,4.16209722062903,1,0.79871417706353,0.672591481969458,0.548452772513277,0.677788978209524,".8059.",0.296935424500815
239,18,0.297594169505452,0.298167568987631,0.673057107061795,0,-9.96578428466209,0,0.672730519914429,-1,4.44110496151579,1,0.807429742246792,0.707478262310412,0.581012387954911,0.688337832607972,".8060.",0.297880869246541
240,18,0.298167568987631,0.298816827009124,0.690095478735029,0,-9.96578428466209,1,0.677287035706248,0,-9.96578428466209,0,0.849814465014348,0.822838063290193,0.643185302562891,0.764697338293098,".8060.8061.",0.298492197998377
241,18,0.298816827009124,0.298900300018843,0.668854181480462,1,3.56923587568759,0,0.673057107061795,0,-9.96578428466209,1,0.88132658334861,0.826127899412602,0.688058788954295,0.81045024635672,".8060.8061.",0.298858563513984
242,18,0.298900300018843,0.299557993679119,0.675885684550341,-1,3.09457052009026,1,0.690095478735029,1,3.56923587568759,0,0.808954499182557,0.718736972818791,0.547543451724192,0.76226169837688,".8060.8061.",0.299229146848981
243,18,0.299557993679119,0.300089438922398,0.685695447510374,-1,4.65990743771091,1,0.668854181480462,-1,3.09457052009026,1,0.799921503427105,0.691052613573673,0.524120939282547,0.779998366411358,".8060.8061.",0.299823716300758
244,18,0.300089438922398,0.300808073229805,0.666883917422933,1,4.25173423893108,1,0.675885684550341,-1,4.65990743771091,1,0.806050763817109,0.651486004209352,0.527845666083192,0.742281833520866,".8060.8061.",0.300448756076102
245,18,0.300808073229805,0.303084625693724,0.670477130105621,1,4.21782008411665,0,0.685695447510374,1,4.25173423893108,1,0.80060478429506,0.629972532623049,0.522501081990536,0.661243159334728,".8060.8062.",0.301946349461765
246,18,0.303084625693724,0.303615871865882,0.672546144949375,-1,4.0958737982318,1,0.666883917422933,1,4.21782008411665,0,0.798887661644904,0.628526800840563,0.50206479459944,0.699834514528708,".8062.8063.",0.303350248779803
247,18,0.303615871865882,0.304006636035842,0.675820028655126,1,4.21527477183904,1,0.670477130105621,-1,4.0958737982318,1,0.809628911801437,0.661301514987729,0.514264215576619,0.69006745598605,".8063.",0.303811253950862
248,18,0.304006636035842,0.304676435708706,0.822666165196156,1,4.20761177977483,1,0.672546144949375,1,4.21527477183904,1,0.795219369497735,0.634533765171794,0.513037439970948,0.667289896774987,".8063.",0.304341535872274
249,18,0.304676435708706,0.304691988140089,0.702726134745853,-1,4.01479267751682,1,0.675820028655126,1,4.20761177977483,1,0.805835548212669,0.448434471636429,0.624295234713467,0.676140068539019,".8063.",0.304684211924398
250,18,0.304691988140089,0.305008834714172,0.690399041082299,1,3.65246354928773,1,0.822666165196156,-1,4.01479267751682,1,0.796789530868847,0.641187894801919,0.566202060819005,0.668605087981201,".8063.",0.30485041142713
251,18,0.305008834714172,0.305378360483835,0.659897486594611,1,3.90698677207206,1,0.702726134745853,1,3.65246354928773,1,0.799458795674108,0.611345639889754,0.508411625266196,0.669297044106952,".8063.",0.305193597599003
252,18,0.305378360483835,0.306075233829251,0.656813316498451,1,3.36861471413915,1,0.690399041082299,1,3.90698677207206,1,0.791693190105989,0.631948355309642,0.508658932584753,0.658867785164568,".8063.",0.305726797156543
253,18,0.306075233829251,0.307650334311955,0.831532425376556,-1,4.2529756967728,1,0.659897486594611,1,3.36861471413915,1,0.790386067671249,0.625839809062429,0.496772657032407,0.657621108386348,".",0.306862784070603
254,18,0.307650334311955,0.307663435680152,0.654211151738287,-1,3.7382598322629,1,0.656813316498451,-1,4.2529756967728,1,0.815172402751295,0,0.571983697727724,0.704515422527314,".",0.307656884996053
255,18,0.307663435680152,0.309536558073992,0.658321544488503,1,4.07917327740647,1,0.831532425376556,-1,3.7382598322629,1,0.794961149886377,0.632061623167043,0.51255869278378,0.677099146561714,".",0.308599996877072
256,18,0.309536558073992,0.315435197155373,0.65450861251431,-1,3.40925514668484,0,0.654211151738287,1,4.07917327740647,1,0.801812847693598,0.662657769435931,0.516159445084226,0.67735729889194,".",0.312485877614683
257,18,0.315435197155373,0.316612541094967,0.656859491263246,1,4.07497632476891,1,0.658321544488503,-1,3.40925514668484,0,0.798748615809917,0.617062450997604,0.504111960417496,0.656043507756617,".",0.31602386912517
258,18,0.316612541094967,0.31804261826551,0.660743896160262,1,3.9897021662835,1,0.65450861251431,1,4.07497632476891,1,0.797819522211571,0.640068358352335,0.510830474396251,0.651883039614884,".",0.317327579680238
259,18,0.31804261826551,0.319417490525614,0.667050595775887,1,3.23180716555145,0,0.656859491263246,1,3.9897021662835,1,0.799950583063091,0.623632003683348,0.501341932256243,0.658329890829313,".",0.318730054395562
260,18,0.319417490525614,0.321403187638778,0.682371237681388,-1,3.73293123266192,1,0.660743896160262,1,3.23180716555145,0,0.799699716035316,0.631910184988722,0.518793656735793,0.654840480221054,".",0.320410339082196
261,18,0.321403187638778,0.322201413069032,0.693385711782716,1,3.73293123266192,0,0.667050595775887,-1,3.73293123266192,1,0.794708534684146,0.630124445224635,0.514589918243733,0.667982479833599,".",0.321802300353905
262,18,0.322201413069032,0.322516978122768,0.669434075734906,1,3.65622176328646,0,0.682371237681388,1,3.73293123266192,0,0.795656276604032,0.643457801163335,0.506387485030761,0.659410530745555,".",0.3223591955959
263,18,0.322516978122768,0.323202939882325,0.655669097453933,-1,3.92266407949767,1,0.693385711782716,1,3.65622176328646,0,0.805365194992604,0.651810840755465,0.53134259396823,0.67128147152882,".",0.322859959002547
264,18,0.323202939882325,0.32478159876133,0.659681407010184,1,3.86377990379588,1,0.669434075734906,-1,3.92266407949767,1,0.81719087040722,0.732155946722128,0.550425745380257,0.756790786895536,".",0.323992269321828
265,18,0.32478159876133,0.325475846856328,0.662321623571592,-1,3.48513052901412,1,0.655669097453933,1,3.86377990379588,1,0.797869935586247,0.644426478846662,0.501625962089275,0.680210502829373,".",0.325128722808829
266,18,0.325475846856328,0.325798018582916,0.665296324666467,1,3.47027654480301,1,0.659681407010184,-1,3.48513052901412,1,0.800004946562754,0.729246001762705,0.58985667346793,0.656482404379433,".",0.325636932719622
267,18,0.325798018582916,0.327314928088357,0.676379905097528,1,4.00451936963123,1,0.662321623571592,1,3.47027654480301,1,0.820943142954679,0.732934535485693,0.568596680292634,0.72967171458105,".",0.326556473335636
268,18,0.327314928088357,0.328266687121224,0.683860013742337,1,4.53386854933644,1,0.665296324666467,1,4.00451936963123,1,0.798655255288495,0.72439522175015,0.519765632404768,0.723219227070261,".",0.327790807604791
269,18,0.328266687121224,0.328536851517267,0.663760666162339,1,3.63542937107182,1,0.676379905097528,1,4.53386854933644,1,0.798303647067147,0.694828943799019,0.536971346173138,0.725644898749442,".",0.328401769319246
270,18,0.328536851517267,0.329166986269132,0.711487041972885,0,-9.96578428466209,1,0.683860013742337,1,3.63542937107182,1,0.80450416167682,0.70378380062153,0.563372694817603,0.683602210910776,".",0.328851918893199
271,18,0.329166986269132,0.329326355144001,0.668029226065103,0,-9.96578428466209,1,0.663760666162339,0,-9.96578428466209,1,0.812020106834371,0.831307711766555,0.683319478685695,0.74508079164126,".",0.329246670706566
272,18,0.329326355144001,0.330307887751508,0.666433397371382,0,-9.96578428466209,1,0.711487041972885,0,-9.96578428466209,1,0.810587414633338,0.692284570098551,0.551019380379353,0.705468137273937,".",0.329817121447755
273,18,0.330307887751508,0.331224722244462,0.692725623373999,1,3.61820341017208,1,0.668029226065103,0,-9.96578428466209,1,0.819785064711639,0.690391167706141,0.541176996050994,0.705856575784376,".",0.330766304997985
274,18,0.331224722244462,0.331576568010129,0.666234088282827,-1,4.2690106977063,0,0.666433397371382,1,3.61820341017208,1,0.800222374990343,0.659630017944317,0.525717855234122,0.686872784418679,".",0.331400645127296
275,18,0.331576568010129,0.33309233285662,0.668804548494589,-1,3.64112980702158,1,0.692725623373999,-1,4.2690106977063,0,0.808682433950021,0.675437959777974,0.552492265000844,0.694264490247383,".",0.332334450433375
276,18,0.33309233285662,0.333501921689527,0.717814901049739,1,3.72400626260214,0,0.666234088282827,-1,3.64112980702158,1,0.799427055888241,0.645577896105288,0.52265297492608,0.649706205827726,".",0.333297127273073
277,18,0.333501921689527,0.33360867357854,0.686695628485419,1,3.81588278852873,1,0.668804548494589,1,3.72400626260214,0,0.81919782656974,0.622227895399914,0.540193157845448,0.684331794420984,".",0.333555297634033
278,18,0.33360867357854,0.33395616466342,0.660469186561748,1,3.42474744974975,0,0.717814901049739,1,3.81588278852873,1,0.798953886724658,0.613252339284285,0.502195165371487,0.67442464339546,".",0.33378241912098
279,18,0.33395616466342,0.335990049429982,0.801607086244973,-1,4.09863009825879,1,0.686695628485419,1,3.42474744974975,0,0.799693851229879,0.66607828722065,0.525616711325638,0.665282062281046,".",0.334973107046701
280,18,0.335990049429982,0.336004482086305,0.705522932956525,1,3.40255847296198,1,0.660469186561748,-1,4.09863009825879,1,0.77217487920991,0.700916785100921,0.518091618648977,0.657328723247355,".",0.335997265758143
281,18,0.336004482086305,0.336157617546676,0.654449243439998,0,-9.96578428466209,1,0.801607086244973,1,3.40255847296198,1,0.793871126586053,0.658885357292377,0.515787476433448,0.648106854378519,".",0.336081049816491
282,18,0.336157617546676,0.340462567879364,0.658611459232439,1,3.77499784895625,1,0.705522932956525,0,-9.96578428466209,1,0.795308410215788,0.628459228845955,0.503904668172695,0.643814006919833,".",0.33831009271302
283,18,0.340462567879364,0.340911734539655,0.658107635498026,0,-9.96578428466209,1,0.654449243439998,1,3.77499784895625,1,0.800387901390315,0.636378859887482,0.512717341193705,0.653661649766756,".",0.340687151209509
284,18,0.340911734539655,0.343390331750158,0.729773624876614,-1,3.97774700627526,0,0.658611459232439,0,-9.96578428466209,1,0.798387873180742,0.626658280266902,0.492084592257804,0.641569909831382,".8064.",0.342151033144906
285,18,0.343390331750158,0.343465020746632,0.759268271620759,1,4.4147376580592,1,0.658107635498026,-1,3.97774700627526,0,0.799893786403323,0.626489644633069,0.524932237459668,0.665242828150648,".8064.",0.343427676248395
286,18,0.343465020746632,0.343508903487023,0.662570123093602,-1,4.23550497185215,1,0.729773624876614,1,4.4147376580592,1,0.796934533503236,0.673242195497777,0.536900658000208,0.694631044118542,".8064.",0.343486962116828
287,18,0.343508903487023,0.344467878848053,0.659173473815739,1,4.30893600941457,1,0.759268271620759,-1,4.23550497185215,1,0.801919146861188,0.636438639677213,0.5358806891185,0.649056590017876,".8064.",0.343988391167538
288,18,0.344467878848053,0.345267037424189,0.654355293307141,-1,3.96114173223868,1,0.662570123093602,1,4.30893600941457,1,0.791586529178916,0.620734022355098,0.494991585803242,0.637779356371172,".8064.",0.344867458136121
289,18,0.345267037424189,0.34853855979633,0.654853095026772,1,3.4617118968661,0,0.659173473815739,-1,3.96114173223868,1,0.798224742226557,0.631470438254459,0.498892189744697,0.640657921163306,".8064.8065.",0.34690279861026
290,18,0.34853855979633,0.350733455774515,0.653284104099252,-1,3.91013781127677,1,0.654355293307141,1,3.4617118968661,0,0.796700143160741,0.632453801903124,0.497794909983281,0.661875352864748,".8065.",0.349636007785423
291,18,0.350733455774515,0.352828679330452,0.648482030586498,1,3.20127627939212,1,0.654853095026772,-1,3.91013781127677,1,0.792682933994237,0.61580825698813,0.477403257829018,0.632081136764004,".8065.",0.351781067552483
292,18,0.352828679330452,0.360341411950501,0.652365538020851,1,3.96114173223868,1,0.653284104099252,1,3.20127627939212,1,0.797113088872022,0.623659554284484,0.496934791076197,0.634819052235894,".8065.8066.",0.356585045640476
293,18,0.360341411950501,0.371699601428509,0.711569522074422,1,4.15680917226959,1,0.648482030586498,1,3.96114173223868,1,0.795663856091495,0.61856767559544,0.485196128887198,0.623031269288861,".8066.8067.8068.8069.8070.8071.8072.8073.",0.366020506689505
294,18,0.371699601428509,0.371929055780164,0.650984308186437,1,3.58113428423268,1,0.652365538020851,1,4.15680917226959,1,0.794685657020328,0.628718190898899,0.483877229553319,0.656044955595264,".8073.",0.371814328604337
295,18,0.371929055780164,0.375653129021664,0.65963299708635,-1,3.66742666465485,1,0.711569522074422,1,3.58113428423268,1,0.792391701079298,0.614873771870623,0.475840054488339,0.628507383798762,".8073.",0.373791092400914
296,18,0.375653129021664,0.376755224077254,0.655312033801751,-1,4.07357176678898,1,0.650984308186437,-1,3.66742666465485,1,0.796698715484126,0.624604543457551,0.488944386727445,0.629222357938473,".8074.",0.376204176549459
297,18,0.376755224077254,0.377945495197814,0.651882192526415,0,-9.96578428466209,0,0.65963299708635,-1,4.07357176678898,1,0.791895508055145,0.602592656867957,0.487801760143387,0.62027412965997,".8074.",0.377350359637534
298,18,0.377945495197814,0.384332779231308,0.658672532209029,-1,3.64680780779223,0,0.655312033801751,0,-9.96578428466209,0,0.796516168145235,0.623776476308752,0.502860465639142,0.63570513603668,".8074.8075.",0.381139137214561
299,18,0.384332779231308,0.385331805213635,0.789702945845585,1,3.89749214905636,1,0.651882192526415,-1,3.64680780779223,0,0.806280367526975,0.624640732171345,0.498682798696475,0.643995636751373,".8075.",0.384832292222472
300,18,0.385331805213635,0.385346586244422,0.653713625044287,-1,4.41584653414055,0,0.658672532209029,1,3.89749214905636,1,0.780741050967667,0.646408563193246,0.572805102159891,0.40960997013079,".8075.",0.385339195729029
301,18,0.385346586244422,0.388274835351075,0.664554510636767,0,-9.96578428466209,1,0.789702945845585,-1,4.41584653414055,0,0.801455546865093,0.647093838386102,0.527547872486497,0.663814970105874,".8075.",0.386810710797748
302,18,0.388274835351075,0.388713239728848,0.662156651970142,0,-9.96578428466209,1,0.653713625044287,0,-9.96578428466209,1,0.812096251238483,0.745221960303101,0.580710815276879,0.680377539007169,".8075.",0.388494037539961
303,18,0.388713239728848,0.390983085984354,0.66591304321019,1,3.44226676292805,1,0.664554510636767,0,-9.96578428466209,1,0.801549735467967,0.678239569158419,0.535350064263376,0.653691312121148,".8075.8076.",0.389848162856601
304,18,0.390983085984354,0.392063208564886,0.680047277750693,0,-9.96578428466209,0,0.662156651970142,1,3.44226676292805,1,0.817776827568266,0.712577988296745,0.575822913831421,0.710360380581928,".8076.",0.39152314727462
305,18,0.392063208564886,0.392618853391397,0.73438843243276,1,4.49664130118546,1,0.66591304321019,0,-9.96578428466209,0,0.800824274726344,0.679896082933163,0.532332536662515,0.727310875344841,".8076.",0.392341030978142
306,18,0.392618853391397,0.392717455806367,0.667838411569662,-1,4.25421608724232,0,0.680047277750693,1,4.49664130118546,1,0.796580474966298,0.652823450445596,0.577177540963561,0.657209005618267,".8076.",0.392668154598882
307,18,0.392717455806367,0.393744824539646,0.671910634533197,0,-9.96578428466209,1,0.73438843243276,-1,4.25421608724232,0,0.802014282129516,0.728987278999593,0.574861559057998,0.702571072531763,".8076.",0.393231140173007
308,18,0.393744824539646,0.394177779345463,0.78779608602307,1,3.23933999040758,0,0.667838411569662,0,-9.96578428466209,1,0.851345476444918,0.845175176687386,0.688953982212343,0.760068748401636,".8076.",0.393961301942555
309,18,0.394177779345463,0.394228554923443,0.682689349339382,0,-9.96578428466209,0,0.671910634533197,1,3.23933999040758,0,0.933020393731193,0.855182537130644,0.666417401567988,0.859887364929161,".",0.394203167134453
310,18,0.394228554923443,0.394547877444601,0.695679685850133,0,-9.96578428466209,1,0.78779608602307,0,-9.96578428466209,0,0.81470181696352,0.738884466935975,0.551061350002754,0.715937802412195,".8077.",0.394388216184022
311,18,0.394547877444601,0.394690200854675,0.711646568785754,-1,4.2292110501885,1,0.682689349339382,0,-9.96578428466209,1,0.797712474413277,0.694019105406378,0.560751452850623,0.677401648696144,".8077.",0.394619039149638
312,18,0.394690200854675,0.394923636628763,0.672779363978324,1,4.37082687511493,0,0.695679685850133,-1,4.2292110501885,1,0.804366641618917,0.667627741156713,0.557991577138442,0.656916313175103,".8077.",0.394806918741719
313,18,0.394923636628763,0.39590041641324,0.66235110275525,-1,4.42026679693822,0,0.711646568785754,1,4.37082687511493,0,0.796439691928404,0.679500080304842,0.561552841822388,0.661732230676126,".8077.",0.395412026521001
314,18,0.39590041641324,0.397438066641173,0.664654085346714,1,3.15157472976641,0,0.672779363978324,-1,4.42026679693822,0,0.807349348265295,0.698206057319041,0.527915917185323,0.731421167690512,".8077.",0.396669241527207
315,18,0.397438066641173,0.39760878256998,0.678909096977666,0,-9.96578428466209,0,0.66235110275525,1,3.15157472976641,0,0.834752565713869,0.717242058565149,0.611440971855329,0.723575833857892,".",0.397523424605576
316,18,0.39760878256998,0.397861951269007,0.658332807978447,-1,4.15680917226959,0,0.664654085346714,0,-9.96578428466209,0,0.792514502582154,0.633119104356228,0.497768542329836,0.660263701350302,".",0.397735366919493
317,18,0.397861951269007,0.399044620361106,0.666280069838871,-1,3.89749214905636,0,0.678909096977666,-1,4.15680917226959,0,0.806820093966508,0.696132573146449,0.549121903993733,0.6943004372026,".",0.398453285815057
318,18,0.399044620361106,0.400110584008107,0.657812166966212,1,4.33611911125474,1,0.658332807978447,-1,3.89749214905636,0,0.82599529137801,0.741081211978693,0.566558935562419,0.775273893246062,".",0.399577602184606
319,18,0.400110584008107,0.401392477612431,0.69261050879618,0,-9.96578428466209,0,0.666280069838871,1,4.33611911125474,1,0.795877865415196,0.625578570606215,0.497912868852237,0.661152871089364,".",0.400751530810269
320,18,0.401392477612431,0.401525009211705,0.69812966740379,1,3.95505236567148,1,0.657812166966212,0,-9.96578428466209,0,0.803563393031877,0.646232086460378,0.523585181560569,0.663010826103685,".",0.401458743412068
321,18,0.401525009211705,0.401746600254052,0.656793875714282,1,4.1817784071861,0,0.69261050879618,1,3.95505236567148,1,0.794765119237915,0.589953695714496,0.511803248838212,0.670464883397874,".",0.401635804732879
322,18,0.401746600254052,0.402599794197786,0.659119890872378,1,3.47877770744211,0,0.69812966740379,1,4.1817784071861,0,0.796705886114881,0.627500962066134,0.513007875183945,0.65636684561376,".",0.402173197225919
323,18,0.402599794197786,0.404003457118867,0.669783154004707,0,-9.96578428466209,0,0.656793875714282,1,3.47877770744211,0,0.800476208586248,0.631113246018491,0.509361315878248,0.658783818663968,".",0.403301625658327
324,18,0.404003457118867,0.404978432821304,0.776130572214801,-1,4.17656213802124,0,0.659119890872378,0,-9.96578428466209,0,0.799174672570142,0.635707386355595,0.496901388410739,0.652589135222861,".",0.404490944970086
325,18,0.404978432821304,0.405017923555072,0.687355306858859,-1,3.72579567909578,0,0.669783154004707,-1,4.17656213802124,0,0.783623372839743,0.619049553951553,0.546862309483361,0.677440748539883,".",0.404998178188188
326,18,0.405017923555072,0.405314726155588,0.66531708997446,1,3.80407421596495,1,0.776130572214801,-1,3.72579567909578,0,0.795257503049723,0.604133818140455,0.515239742653341,0.659219135180499,".",0.40516632485533
327,18,0.405314726155588,0.407035098789355,0.656053956357598,1,3.4136888509302,1,0.687355306858859,1,3.80407421596495,1,0.797245926535563,0.619419826722715,0.507024864469814,0.654537133632489,".8078.",0.406174912472471
328,18,0.407035098789355,0.409266723389494,0.677127252451426,0,-9.96578428466209,1,0.66531708997446,1,3.4136888509302,1,0.799087738962131,0.636144978935027,0.515265236888011,0.659261591987464,".8078.8079.",0.408150911089425
329,18,0.409266723389494,0.409589094187204,0.717680292202688,-1,3.20896978679481,0,0.656053956357598,0,-9.96578428466209,1,0.793173704961669,0.597335510566174,0.521146957942019,0.660774441628653,".8079.",0.409427908788349
330,18,0.409589094187204,0.409724263478841,0.656543054363188,-1,3.5632435666656,1,0.677127252451426,-1,3.20896978679481,0,0.787122956325837,0.630381190997401,0.527063633953736,0.633143583835497,".8079.",0.409656678833023
331,18,0.409724263478841,0.413095047689042,0.680034717687227,-1,4.36853789052781,0,0.717680292202688,-1,3.5632435666656,1,0.795302735439198,0.622048748307868,0.491964011584396,0.633952657265054,".8079.8080.8081.",0.411409655583942
332,18,0.413095047689042,0.413206539959142,0.698438205709806,1,4.50707787079014,1,0.656543054363188,-1,4.36853789052781,0,0.781612016378945,0.624959258711235,0.49204430078132,0.593882177948966,".8080.8081.",0.413150793824092
333,18,0.413206539959142,0.41347325793639,0.660150750026859,1,4.11783631349298,0,0.680034717687227,1,4.50707787079014,1,0.788353087233999,0.612893442527171,0.494347633486954,0.615830217860749,".8080.8081.",0.413339898947766
334,18,0.41347325793639,0.416061568218843,0.657110159631938,1,3.6162753490392,1,0.698438205709806,1,4.11783631349298,0,0.790496842497237,0.614950072972982,0.491504676109231,0.625730959867719,".8080.8081.8082.",0.414767413077617
335,18,0.416061568218843,0.41674925940877,0.659212221602711,-1,3.08902350203045,0,0.660150750026859,1,3.6162753490392,1,0.791217064372542,0.632625038105824,0.498981957001404,0.630295437446152,".8080.8082.",0.416405413813806
336,18,0.41674925940877,0.4199376695876,0.668531920528022,1,4.28000607830131,1,0.657110159631938,-1,3.08902350203045,0,0.799444383792683,0.657100625725866,0.509123672143088,0.650385294932862,".8080.8082.8083.8084.",0.418343464498185
337,18,0.4199376695876,0.421031179701066,0.657990189388134,1,4.14882837891892,1,0.659212221602711,1,4.28000607830131,1,0.789834371418924,0.614179980674398,0.493797372684038,0.636238421986138,".8083.",0.420484424644333
338,18,0.421031179701066,0.423424450052029,0.669793016851263,0,-9.96578428466209,0,0.668531920528022,1,4.14882837891892,1,0.795105369469635,0.630305879033137,0.504669113650501,0.63814628842266,".8083.8085.8086.",0.422227814876548
339,18,0.423424450052029,0.424555447746101,0.676066845622559,1,4.09725682101013,0,0.657990189388134,0,-9.96578428466209,0,0.795959964362921,0.63286834147068,0.517137632959781,0.634435344581305,".8086.",0.423989948899065
340,18,0.424555447746101,0.425007986173515,0.660008573847189,1,3.33385304336707,1,0.669793016851263,1,4.09725682101013,0,0.788365353573693,0.632916261768035,0.503522062057478,0.616477697487799,".8086.",0.424781716959808
341,18,0.425007986173515,0.425827350468505,0.663109347162749,1,3.68040312899367,1,0.676066845622559,1,3.33385304336707,1,0.802483210816398,0.650789936591705,0.522024035654373,0.64137616647023,".8086.",0.42541766832101
342,18,0.425827350468505,0.427043401299325,0.656790022986777,-1,3.71502573597203,1,0.660008573847189,1,3.68040312899367,1,0.801181212350322,0.669306552114901,0.534114599439206,0.654959035377876,".8087.",0.426435375883915
343,18,0.427043401299325,0.431258943814478,0.666147554284878,1,4.11783631349298,1,0.663109347162749,-1,3.71502573597203,1,0.796836329957794,0.631007731412081,0.512727876830596,0.640492830553882,".8087.8088.",0.429151172556901
344,18,0.431258943814478,0.432102010014895,0.678244437042667,1,3.60075738956359,1,0.656790022986777,1,4.11783631349298,1,0.79271742647435,0.625050932365206,0.484855348809595,0.642496173851987,".8088.",0.431680476914686
345,18,0.432102010014895,0.432831916724568,0.67106121404927,-1,4.2480034427634,0,0.666147554284878,1,3.60075738956359,1,0.796341636515768,0.631564954229975,0.510467326968205,0.650478987880202,".8088.",0.432466963369732
346,18,0.432831916724568,0.433812690373424,0.664244918983273,1,4.15282429417055,0,0.678244437042667,-1,4.2480034427634,0,0.799079056353605,0.632203375964644,0.522990203340108,0.660696630949614,".8088.",0.433322303548996
